count,value
1003289,1
285891,2
146003,3
92654,4
65177,5
49674,6
39689,7
32565,8
27095,9
23535,10
20295,11
18127,12
16229,13
14634,14
13088,15
11902,16
10928,17
10279,18
9391,19
8762,20
8093,21
7687,22
7173,23
6676,24
6150,25
5986,26
5536,27
5361,28
5123,29
4890,30
4624,31
4459,32
4092,33
4050,34
3772,35
3725,36
3577,37
3319,38
3305,39
3203,40
3026,41
2898,42
2884,43
2759,44
2642,45
2529,46
2500,47
2375,48
2328,49
2291,50
2225,51
2151,52
2071,53
2044,54
1907,55
1948,56
1890,57
1800,58
1750,59
1757,60
1716,61
1647,62
1579,63
1551,64
1555,65
1525,66
1410,67
1419,68
1361,69
1350,70
1304,71
1320,72
1288,73
1274,74
1250,75
1131,76
1155,77
1128,78
1086,79
1075,80
1080,81
1009,82
1035,83
1011,84
991,85
920,86
923,87
943,88
954,89
914,90
826,91
867,92
828,93
888,94
851,95
864,96
814,97
755,98
812,99
769,100
765,101
732,102
749,103
692,104
687,105
661,106
697,107
678,108
625,109
647,110
675,111
643,112
654,113
609,114
597,115
583,116
616,117
594,118
594,119
553,120
570,121
552,122
539,123
507,124
528,125
559,126
456,127
503,128
490,129
499,130
531,131
509,132
454,133
490,134
470,135
502,136
478,137
472,138
457,139
432,140
469,141
417,142
432,143
390,144
443,145
450,146
421,147
408,148
414,149
404,150
393,151
382,152
409,153
381,154
396,155
367,156
379,157
375,158
373,159
364,160
321,161
337,162
350,163
339,164
371,165
327,166
333,167
312,168
343,169
331,170
342,171
302,172
329,173
309,174
279,175
302,176
318,177
264,178
296,179
261,180
283,181
306,182
288,183
279,184
297,185
265,186
281,187
272,188
288,189
255,190
277,191
245,192
282,193
242,194
228,195
247,196
260,197
246,198
259,199
245,200
245,201
220,202
226,203
227,204
250,205
242,206
248,207
253,208
248,209
217,210
243,211
222,212
240,213
221,214
215,215
225,216
235,217
204,218
214,219
202,220
208,221
194,222
226,223
188,224
202,225
224,226
190,227
171,228
189,229
190,230
182,231
193,232
169,233
193,234
183,235
190,236
177,237
190,238
181,239
194,240
190,241
176,242
196,243
178,244
172,245
149,246
159,247
173,248
182,249
198,250
142,251
191,252
170,253
158,254
172,255
151,256
169,257
173,258
157,259
161,260
172,261
135,262
165,263
151,264
171,265
155,266
134,267
169,268
159,269
140,270
149,271
137,272
147,273
140,274
152,275
156,276
138,277
153,278
125,279
140,280
149,281
127,282
143,283
139,284
157,285
153,286
133,287
116,288
124,289
148,290
138,291
129,292
131,293
125,294
142,295
112,296
130,297
152,298
119,299
127,300
111,301
146,302
107,303
140,304
118,305
121,306
137,307
119,308
118,309
117,310
123,311
106,312
107,313
128,314
108,315
112,316
114,317
106,318
107,319
122,320
104,321
132,322
109,323
110,324
117,325
100,326
111,327
117,328
116,329
108,330
101,331
107,332
87,333
105,334
93,335
109,336
106,337
101,338
88,339
97,340
83,341
99,342
107,343
91,344
102,345
93,346
106,347
111,348
90,349
107,350
103,351
90,352
75,353
100,354
96,355
85,356
88,357
83,358
104,359
86,360
88,361
92,362
87,363
90,364
69,365
88,366
103,367
76,368
92,369
99,370
91,371
57,372
94,373
86,374
78,375
87,376
73,377
68,378
85,379
80,380
84,381
96,382
92,383
79,384
89,385
85,386
77,387
90,388
99,389
73,390
80,391
84,392
76,393
82,394
79,395
78,396
76,397
79,398
73,399
65,400
83,401
79,402
71,403
82,404
77,405
57,406
68,407
67,408
62,409
72,410
76,411
78,412
73,413
63,414
65,415
72,416
69,417
68,418
78,419
70,420
70,421
58,422
63,423
74,424
72,425
68,426
73,427
74,428
55,429
63,430
58,431
62,432
62,433
71,434
60,435
52,436
60,437
75,438
67,439
68,440
81,441
67,442
54,443
58,444
60,445
58,446
64,447
48,448
65,449
56,450
56,451
73,452
53,453
53,454
57,455
70,456
54,457
60,458
66,459
51,460
48,461
59,462
53,463
59,464
63,465
58,466
42,467
63,468
52,469
47,470
74,471
49,472
64,473
70,474
56,475
62,476
58,477
60,478
65,479
61,480
60,481
43,482
57,483
54,484
58,485
62,486
58,487
50,488
54,489
61,490
56,491
48,492
53,493
40,494
57,495
61,496
59,497
59,498
70,499
46,500
55,501
54,502
61,503
57,504
47,505
55,506
48,507
46,508
60,509
48,510
58,511
57,512
53,513
46,514
52,515
55,516
47,517
51,518
44,519
34,520
51,521
32,522
46,523
49,524
45,525
54,526
46,527
51,528
47,529
57,530
50,531
53,532
42,533
45,534
42,535
62,536
47,537
41,538
49,539
48,540
47,541
44,542
42,543
55,544
45,545
34,546
33,547
52,548
54,549
42,550
47,551
37,552
39,553
43,554
39,555
48,556
58,557
52,558
54,559
47,560
38,561
36,562
36,563
46,564
38,565
41,566
48,567
45,568
38,569
39,570
47,571
52,572
54,573
39,574
52,575
27,576
38,577
34,578
32,579
42,580
43,581
45,582
29,583
33,584
42,585
40,586
53,587
42,588
39,589
40,590
32,591
36,592
45,593
51,594
26,595
40,596
29,597
46,598
46,599
33,600
33,601
45,602
37,603
37,604
42,605
39,606
40,607
36,608
35,609
40,610
24,611
34,612
38,613
36,614
36,615
33,616
36,617
37,618
30,619
37,620
47,621
35,622
45,623
30,624
41,625
38,626
41,627
31,628
42,629
39,630
32,631
38,632
38,633
38,634
31,635
28,636
45,637
23,638
27,639
32,640
27,641
35,642
42,643
23,644
34,645
35,646
33,647
38,648
24,649
30,650
34,651
35,652
38,653
24,654
30,655
31,656
37,657
27,658
39,659
37,660
36,661
36,662
30,663
33,664
23,665
34,666
32,667
33,668
18,669
46,670
32,671
26,672
30,673
30,674
35,675
38,676
36,677
37,678
28,679
24,680
24,681
27,682
26,683
18,684
30,685
26,686
34,687
26,688
31,689
41,690
34,691
29,692
40,693
25,694
32,695
19,696
36,697
35,698
22,699
33,700
27,701
27,702
29,703
31,704
22,705
28,706
20,707
36,708
34,709
11,710
27,711
19,712
20,713
35,714
22,715
24,716
24,717
36,718
19,719
29,720
27,721
25,722
32,723
38,724
28,725
28,726
35,727
31,728
33,729
23,730
19,731
26,732
20,733
24,734
21,735
28,736
29,737
26,738
27,739
25,740
27,741
25,742
30,743
25,744
27,745
24,746
22,747
28,748
29,749
30,750
29,751
25,752
32,753
29,754
26,755
26,756
24,757
22,758
26,759
19,760
29,761
28,762
24,763
24,764
15,765
24,766
27,767
30,768
32,769
20,770
32,771
18,772
24,773
21,774
21,775
33,776
24,777
29,778
24,779
21,780
23,781
20,782
22,783
32,784
25,785
32,786
20,787
21,788
18,789
16,790
23,791
18,792
23,793
23,794
18,795
26,796
28,797
22,798
32,799
29,800
38,801
21,802
35,803
22,804
30,805
16,806
21,807
19,808
23,809
26,810
21,811
19,812
23,813
22,814
17,815
23,816
25,817
21,818
23,819
27,820
14,821
26,822
21,823
10,824
31,825
20,826
18,827
30,828
18,829
19,830
19,831
31,832
21,833
22,834
20,835
23,836
22,837
18,838
18,839
20,840
27,841
23,842
26,843
27,844
18,845
15,846
24,847
11,848
17,849
28,850
19,851
17,852
18,853
24,854
18,855
16,856
20,857
25,858
19,859
28,860
10,861
18,862
16,863
20,864
21,865
21,866
17,867
18,868
26,869
14,870
19,871
18,872
24,873
15,874
18,875
19,876
17,877
22,878
14,879
21,880
21,881
20,882
26,883
21,884
14,885
10,886
14,887
26,888
19,889
15,890
18,891
21,892
21,893
19,894
20,895
20,896
23,897
21,898
28,899
28,900
18,901
22,902
15,903
17,904
11,905
20,906
25,907
19,908
21,909
22,910
11,911
11,912
19,913
17,914
19,915
19,916
13,917
19,918
21,919
20,920
20,921
19,922
17,923
19,924
26,925
20,926
13,927
16,928
19,929
18,930
21,931
23,932
11,933
20,934
17,935
20,936
18,937
17,938
23,939
13,940
15,941
11,942
20,943
15,944
10,945
15,946
16,947
16,948
8,949
26,950
18,951
17,952
15,953
17,954
13,955
19,956
17,957
15,958
19,959
11,960
11,961
17,962
24,963
22,964
12,965
19,966
21,967
12,968
21,969
13,970
19,971
20,972
14,973
16,974
20,975
7,976
13,977
12,978
11,979
22,980
21,981
16,982
16,983
8,984
13,985
17,986
20,987
12,988
16,989
20,990
17,991
14,992
18,993
20,994
26,995
23,996
22,997
17,998
25,999
17,1000
22,1001
13,1002
9,1003
15,1004
15,1005
18,1006
17,1007
14,1008
20,1009
10,1010
10,1011
15,1012
8,1013
19,1014
20,1015
17,1016
12,1017
14,1018
12,1019
10,1020
18,1021
21,1022
16,1023
15,1024
16,1025
15,1026
12,1027
16,1028
22,1029
9,1030
16,1031
16,1032
12,1033
13,1034
11,1035
15,1036
15,1037
18,1038
19,1039
16,1040
13,1041
19,1042
8,1043
7,1044
12,1045
23,1046
18,1047
9,1048
21,1049
16,1050
13,1051
15,1052
11,1053
5,1054
17,1055
13,1056
17,1057
17,1058
17,1059
20,1060
8,1061
15,1062
13,1063
11,1064
17,1065
16,1066
18,1067
7,1068
12,1069
13,1070
14,1071
10,1072
11,1073
17,1074
18,1075
13,1076
10,1077
17,1078
22,1079
19,1080
20,1081
12,1082
12,1083
14,1084
9,1085
16,1086
17,1087
8,1088
15,1089
11,1090
8,1091
12,1092
12,1093
21,1094
17,1095
15,1096
12,1097
10,1098
13,1099
9,1100
9,1101
9,1102
16,1103
10,1104
14,1105
13,1106
13,1107
20,1108
8,1109
17,1110
6,1111
18,1112
19,1113
14,1114
14,1115
13,1116
17,1117
18,1118
13,1119
14,1120
10,1121
10,1122
10,1123
20,1124
12,1125
12,1126
12,1127
21,1128
10,1129
11,1130
11,1131
9,1132
13,1133
10,1134
9,1135
14,1136
13,1137
15,1138
13,1139
12,1140
17,1141
15,1142
12,1143
10,1144
21,1145
15,1146
6,1147
11,1148
13,1149
6,1150
11,1151
12,1152
20,1153
6,1154
13,1155
17,1156
12,1157
12,1158
11,1159
10,1160
7,1161
16,1162
12,1163
10,1164
7,1165
13,1166
13,1167
19,1168
14,1169
11,1170
8,1171
12,1172
11,1173
12,1174
8,1175
16,1176
6,1177
9,1178
9,1179
18,1180
13,1181
6,1182
10,1183
13,1184
6,1185
6,1186
11,1187
11,1188
13,1189
15,1190
10,1191
18,1192
10,1193
13,1194
9,1195
9,1196
9,1197
13,1198
15,1199
17,1200
10,1201
13,1202
7,1203
11,1204
10,1205
12,1206
7,1207
13,1208
7,1209
10,1210
10,1211
12,1212
13,1213
12,1214
16,1215
10,1216
7,1217
8,1218
12,1219
13,1220
7,1221
13,1222
14,1223
10,1224
13,1225
6,1226
8,1227
13,1228
10,1229
14,1230
14,1231
15,1232
8,1233
13,1234
11,1235
11,1236
9,1237
9,1238
12,1239
12,1240
12,1241
11,1242
13,1243
6,1244
7,1245
8,1246
8,1247
5,1248
6,1249
10,1250
11,1251
17,1252
12,1253
10,1254
10,1255
16,1256
9,1257
13,1258
6,1259
8,1260
13,1261
7,1262
9,1263
11,1264
5,1265
7,1266
13,1267
10,1268
3,1269
9,1270
8,1271
5,1272
13,1273
8,1274
16,1275
11,1276
14,1277
9,1278
8,1279
13,1280
4,1281
12,1282
10,1283
9,1284
11,1285
10,1286
10,1287
10,1288
6,1289
12,1290
14,1291
8,1292
8,1293
10,1294
9,1295
11,1296
8,1297
6,1298
11,1299
11,1300
13,1301
8,1302
12,1303
7,1304
10,1305
17,1306
10,1307
10,1308
11,1309
9,1310
10,1311
5,1312
10,1313
9,1314
7,1315
8,1316
12,1317
11,1318
13,1319
5,1320
8,1321
4,1322
10,1323
9,1324
10,1325
13,1326
9,1327
7,1328
8,1329
8,1330
13,1331
5,1332
8,1333
5,1334
14,1335
5,1336
8,1337
5,1338
6,1339
20,1340
7,1341
9,1342
10,1343
9,1344
10,1345
